,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Month,Day,Hour,Minute,Second,risehour,riseminute,sethour,setminute
15792,470.3,57,30.42,98,89.07,4.5,10,2,13,45,22,6,14,18,10
15793,636.96,57,30.42,98,358.09,5.62,10,2,13,40,24,6,14,18,10
15794,1288.17,57,30.42,99,74.33,6.75,10,2,13,35,21,6,14,18,10
15795,659.12,56,30.42,99,55.72,13.5,10,2,13,30,21,6,14,18,10
15796,479.0,57,30.43,98,336.47,5.62,10,2,13,25,19,6,14,18,10
15797,1028.9,57,30.43,97,65.49,9.0,10,2,13,20,19,6,14,18,10
15798,362.66,58,30.43,96,46.8,4.5,10,2,13,15,23,6,14,18,10
15799,423.57,59,30.43,95,302.55,2.25,10,2,13,10,24,6,14,18,10
15800,1238.14,60,30.43,90,332.53,5.62,10,2,13,5,19,6,14,18,10
15801,1002.65,59,30.43,89,74.38,5.62,10,2,13,0,22,6,14,18,10
15802,979.13,59,30.43,90,94.73,10.12,10,2,12,55,22,6,14,18,10
15803,945.24,58,30.43,93,336.49,5.62,10,2,12,50,28,6,14,18,10
15804,973.11,57,30.43,96,72.73,7.87,10,2,12,45,18,6,14,18,10
15805,988.13,56,30.44,98,51.82,7.87,10,2,12,40,25,6,14,18,10
15806,610.39,56,30.44,99,35.58,4.5,10,2,12,35,25,6,14,18,10
15807,502.59,57,30.44,99,68.21,9.0,10,2,12,30,25,6,14,18,10
15808,752.53,57,30.44,99,34.23,6.75,10,2,12,25,22,6,14,18,10
15809,551.88,57,30.45,98,98.59,3.37,10,2,12,20,23,6,14,18,10
15810,543.55,57,30.45,98,344.8,6.75,10,2,12,15,21,6,14,18,10
15811,413.03,57,30.45,97,22.41,6.75,10,2,12,10,21,6,14,18,10
15812,687.91,57,30.45,97,43.89,2.25,10,2,12,5,19,6,14,18,10
15813,846.49,57,30.45,96,66.56,6.75,10,2,12,0,21,6,14,18,10
15814,595.27,58,30.46,96,88.66,3.37,10,2,11,55,20,6,14,18,10
15815,728.36,58,30.46,94,78.96,5.62,10,2,11,50,20,6,14,18,10
15816,924.05,58,30.46,94,28.81,6.75,10,2,11,45,19,6,14,18,10
15817,929.76,58,30.46,94,344.99,7.87,10,2,11,40,20,6,14,18,10
15818,910.06,57,30.46,95,32.7,7.87,10,2,11,35,22,6,14,18,10
15819,448.82,57,30.46,95,81.39,10.12,10,2,11,30,20,6,14,18,10
15820,938.83,57,30.46,97,44.6,6.75,10,2,11,25,20,6,14,18,10
15821,1012.21,57,30.46,98,70.52,11.25,10,2,11,20,22,6,14,18,10
15822,709.96,57,30.46,99,36.92,3.37,10,2,11,15,21,6,14,18,10
15823,644.53,57,30.46,99,89.74,7.87,10,2,11,10,20,6,14,18,10
15824,942.25,57,30.47,99,40.61,1.12,10,2,11,5,21,6,14,18,10
15825,619.44,57,30.47,99,58.3,9.0,10,2,11,0,22,6,14,18,10
15826,987.64,56,30.47,98,7.94,4.5,10,2,10,55,21,6,14,18,10
15827,531.55,57,30.47,98,32.24,6.75,10,2,10,50,20,6,14,18,10
15828,356.62,57,30.47,97,118.4,4.5,10,2,10,45,18,6,14,18,10
15829,405.15,57,30.47,97,47.8,6.75,10,2,10,40,22,6,14,18,10
15830,951.92,57,30.47,96,98.46,10.12,10,2,10,35,19,6,14,18,10
15831,948.15,57,30.47,97,90.65,4.5,10,2,10,30,31,6,14,18,10
15832,557.25,57,30.47,97,192.57,4.5,10,2,10,25,21,6,14,18,10
15833,672.54,57,30.47,96,54.85,7.87,10,2,10,20,20,6,14,18,10
15834,700.04,56,30.47,96,53.55,3.37,10,2,10,15,19,6,14,18,10
15835,445.56,56,30.48,94,101.42,3.37,10,2,10,10,20,6,14,18,10
15836,399.3,57,30.48,94,27.24,4.5,10,2,10,5,20,6,14,18,10
15837,553.52,57,30.47,94,85.25,7.87,10,2,10,0,19,6,14,18,10
15838,485.57,57,30.48,95,59.33,4.5,10,2,9,55,22,6,14,18,10
15839,571.02,56,30.48,96,94.64,1.12,10,2,9,50,18,6,14,18,10
15840,531.88,55,30.48,96,134.79,7.87,10,2,9,45,20,6,14,18,10
15841,677.09,55,30.48,97,123.7,10.12,10,2,9,40,20,6,14,18,10
15842,678.82,54,30.48,97,56.46,6.75,10,2,9,35,23,6,14,18,10
15843,335.01,55,30.48,95,26.5,11.25,10,2,9,30,23,6,14,18,10
15844,470.54,56,30.48,94,49.24,6.75,10,2,9,25,19,6,14,18,10
15845,555.9,56,30.48,93,50.19,4.5,10,2,9,20,21,6,14,18,10
15846,688.08,56,30.47,96,97.7,5.62,10,2,9,15,22,6,14,18,10
15847,601.59,55,30.47,97,152.32,5.62,10,2,9,10,23,6,14,18,10
15848,610.58,55,30.47,97,100.86,4.5,10,2,9,5,19,6,14,18,10
15849,580.4,54,30.47,95,75.8,6.75,10,2,9,0,21,6,14,18,10
15850,501.0,55,30.47,95,348.6,10.12,10,2,8,55,23,6,14,18,10
15851,570.06,55,30.47,92,1.89,9.0,10,2,8,50,24,6,14,18,10
15852,546.99,57,30.47,91,22.05,9.0,10,2,8,45,22,6,14,18,10
15853,470.66,57,30.47,92,96.75,1.12,10,2,8,40,23,6,14,18,10
15854,455.35,56,30.47,91,156.6,5.62,10,2,8,35,21,6,14,18,10
15855,434.0,55,30.47,96,140.31,4.5,10,2,8,30,25,6,14,18,10
15856,453.59,54,30.47,98,164.29,5.62,10,2,8,25,24,6,14,18,10
15857,307.12,54,30.47,97,126.64,6.75,10,2,8,20,24,6,14,18,10
15858,198.58,54,30.46,97,62.09,5.62,10,2,8,15,32,6,14,18,10
15859,303.91,55,30.46,96,37.27,9.0,10,2,8,10,22,6,14,18,10
15860,376.57,55,30.46,96,63.86,10.12,10,2,8,5,21,6,14,18,10
15861,427.06,54,30.46,96,161.53,7.87,10,2,8,0,22,6,14,18,10
15862,444.23,54,30.46,97,71.1,3.37,10,2,7,55,22,6,14,18,10
15863,410.82,54,30.46,98,84.47,2.25,10,2,7,50,23,6,14,18,10
15864,352.05,54,30.45,99,113.89,3.37,10,2,7,45,21,6,14,18,10
15865,338.33,53,30.45,100,60.36,5.62,10,2,7,40,21,6,14,18,10
15866,274.04,53,30.45,100,73.35,3.37,10,2,7,35,19,6,14,18,10
15867,257.81,52,30.45,100,122.27,4.5,10,2,7,30,24,6,14,18,10
15868,248.32,52,30.45,100,129.85,7.87,10,2,7,25,22,6,14,18,10
15869,204.79,52,30.45,100,169.78,2.25,10,2,7,20,18,6,14,18,10
15870,136.81,51,30.45,100,158.85,4.5,10,2,7,15,28,6,14,18,10
15871,98.51,51,30.45,100,118.45,5.62,10,2,7,10,21,6,14,18,10
15872,68.45,51,30.45,99,167.06,3.37,10,2,7,5,22,6,14,18,10
15873,71.03,51,30.45,99,147.85,2.25,10,2,7,0,18,6,14,18,10
15874,71.18,50,30.45,98,153.07,3.37,10,2,6,55,21,6,14,18,10
15875,82.24,50,30.44,98,156.53,3.37,10,2,6,50,18,6,14,18,10
15876,55.0,50,30.44,97,131.58,4.5,10,2,6,45,20,6,14,18,10
15877,33.18,49,30.44,95,155.93,5.62,10,2,6,40,21,6,14,18,10
15878,29.0,49,30.44,96,164.12,3.37,10,2,6,35,22,6,14,18,10
15879,22.88,49,30.44,97,173.21,5.62,10,2,6,30,28,6,14,18,10
15880,12.44,48,30.44,97,163.23,9.0,10,2,6,25,22,6,14,18,10
15881,7.65,48,30.44,97,171.66,11.25,10,2,6,20,21,6,14,18,10
15882,4.74,48,30.44,98,151.54,7.87,10,2,6,15,20,6,14,18,10
15883,2.83,48,30.44,99,167.63,5.62,10,2,6,10,21,6,14,18,10
15884,1.93,48,30.43,99,141.67,6.75,10,2,6,5,18,6,14,18,10
15885,1.21,48,30.43,99,131.71,5.62,10,2,6,0,22,6,14,18,10
15886,1.21,48,30.44,99,152.0,4.5,10,2,5,55,21,6,14,18,10
15887,1.19,48,30.44,99,101.39,5.62,10,2,5,50,22,6,14,18,10
15888,1.24,48,30.43,98,154.39,3.37,10,2,5,45,25,6,14,18,10
15889,1.23,48,30.43,97,109.7,5.62,10,2,5,40,22,6,14,18,10
15890,1.24,48,30.43,96,119.13,4.5,10,2,5,35,25,6,14,18,10
15891,1.24,47,30.43,95,148.31,10.12,10,2,5,30,19,6,14,18,10
15892,1.26,47,30.43,94,132.85,3.37,10,2,5,25,25,6,14,18,10
15893,1.26,47,30.43,94,131.23,6.75,10,2,5,20,25,6,14,18,10
15894,1.25,47,30.43,95,148.26,10.12,10,2,5,15,27,6,14,18,10
15895,1.26,48,30.43,96,137.0,5.62,10,2,5,10,21,6,14,18,10
15896,1.28,48,30.42,98,115.37,7.87,10,2,5,5,21,6,14,18,10
15897,1.25,47,30.43,99,138.77,3.37,10,2,5,0,20,6,14,18,10
15898,1.25,47,30.42,99,128.32,5.62,10,2,4,55,23,6,14,18,10
15899,1.28,47,30.42,100,141.17,7.87,10,2,4,50,19,6,14,18,10
15900,1.28,47,30.42,100,108.39,4.5,10,2,4,45,20,6,14,18,10
15901,1.27,48,30.42,101,103.14,9.0,10,2,4,40,20,6,14,18,10
15902,1.26,48,30.42,101,120.51,7.87,10,2,4,35,26,6,14,18,10
15903,1.26,48,30.42,101,136.61,4.5,10,2,4,30,21,6,14,18,10
15904,1.26,48,30.42,101,126.8,0.0,10,2,4,25,22,6,14,18,10
15905,1.27,48,30.42,101,163.25,2.25,10,2,4,20,28,6,14,18,10
15906,1.25,48,30.42,101,98.37,4.5,10,2,4,15,24,6,14,18,10
15907,1.26,48,30.42,101,72.73,4.5,10,2,4,10,21,6,14,18,10
15908,1.25,48,30.42,101,127.04,2.25,10,2,4,5,19,6,14,18,10
15909,1.28,48,30.42,101,135.62,4.5,10,2,4,0,20,6,14,18,10
15910,1.29,49,30.42,101,122.31,3.37,10,2,3,55,21,6,14,18,10
15911,1.23,49,30.42,101,119.13,6.75,10,2,3,50,25,6,14,18,10
15912,1.28,49,30.42,101,158.21,4.5,10,2,3,45,22,6,14,18,10
15913,1.26,49,30.42,101,157.52,10.12,10,2,3,40,20,6,14,18,10
15914,1.18,49,30.42,101,146.76,3.37,10,2,3,35,25,6,14,18,10
15915,1.2,49,30.42,101,167.33,5.62,10,2,3,30,21,6,14,18,10
15916,1.25,49,30.42,101,101.49,4.5,10,2,3,25,23,6,14,18,10
15917,1.22,49,30.42,101,128.47,6.75,10,2,3,20,22,6,14,18,10
15918,1.24,49,30.43,101,99.9,5.62,10,2,3,15,24,6,14,18,10
15919,1.28,50,30.43,101,74.0,3.37,10,2,3,10,19,6,14,18,10
15920,1.28,49,30.43,101,50.38,2.25,10,2,3,5,21,6,14,18,10
15921,1.25,49,30.43,101,131.53,2.25,10,2,3,0,20,6,14,18,10
15922,1.25,49,30.43,101,148.11,3.37,10,2,2,55,19,6,14,18,10
15923,1.26,49,30.43,101,161.07,1.12,10,2,2,50,24,6,14,18,10
15924,1.25,49,30.43,101,150.67,2.25,10,2,2,45,25,6,14,18,10
15925,1.24,49,30.43,101,138.77,3.37,10,2,2,40,21,6,14,18,10
15926,1.28,50,30.43,101,128.79,6.75,10,2,2,35,27,6,14,18,10
15927,1.25,50,30.43,101,140.7,4.5,10,2,2,30,26,6,14,18,10
15928,1.3,50,30.43,101,92.03,2.25,10,2,2,25,21,6,14,18,10
15929,1.27,50,30.43,101,121.76,4.5,10,2,2,20,23,6,14,18,10
15930,1.24,50,30.43,101,49.3,3.37,10,2,2,15,19,6,14,18,10
15931,1.26,50,30.44,101,28.38,3.37,10,2,2,10,19,6,14,18,10
15932,1.27,50,30.44,101,98.46,7.87,10,2,2,5,25,6,14,18,10
15933,1.28,50,30.44,101,50.35,4.5,10,2,2,0,19,6,14,18,10
15934,1.28,51,30.45,101,130.35,5.62,10,2,1,55,24,6,14,18,10
15935,1.26,51,30.45,101,108.1,6.75,10,2,1,50,22,6,14,18,10
15936,1.27,51,30.45,101,168.22,4.5,10,2,1,45,22,6,14,18,10
15937,1.34,51,30.45,101,129.47,3.37,10,2,1,40,23,6,14,18,10
15938,1.25,51,30.45,101,113.18,4.5,10,2,1,35,19,6,14,18,10
15939,1.27,51,30.45,101,157.75,3.37,10,2,1,30,21,6,14,18,10
15940,1.27,51,30.45,101,149.06,6.75,10,2,1,25,19,6,14,18,10
15941,1.28,51,30.45,101,186.53,3.37,10,2,1,20,18,6,14,18,10
15942,1.25,51,30.45,101,142.0,3.37,10,2,1,15,22,6,14,18,10
15943,1.26,51,30.45,101,119.35,9.0,10,2,1,10,21,6,14,18,10
15944,1.28,51,30.45,101,116.84,6.75,10,2,1,5,27,6,14,18,10
15945,1.27,51,30.45,101,140.85,10.12,10,2,1,0,26,6,14,18,10
15946,1.27,51,30.46,101,148.87,4.5,10,2,0,55,21,6,14,18,10
15947,1.27,51,30.46,101,160.46,4.5,10,2,0,50,20,6,14,18,10
15948,1.26,51,30.46,101,145.52,5.62,10,2,0,45,20,6,14,18,10
15949,1.3,50,30.46,101,167.9,9.0,10,2,0,40,21,6,14,18,10
15950,1.27,50,30.46,101,147.31,7.87,10,2,0,35,25,6,14,18,10
15951,1.29,50,30.46,101,135.64,7.87,10,2,0,30,20,6,14,18,10
15952,1.27,50,30.46,101,174.68,7.87,10,2,0,25,23,6,14,18,10
15953,1.26,50,30.46,101,40.05,3.37,10,2,0,0,23,6,14,18,10
15954,1.27,50,30.46,101,150.11,4.5,10,1,23,55,24,6,13,18,11
15955,1.28,50,30.46,101,124.45,2.25,10,1,23,50,21,6,13,18,11
15956,1.26,50,30.47,101,119.92,9.0,10,1,23,45,23,6,13,18,11
15957,1.27,51,30.46,101,132.3,7.87,10,1,23,40,25,6,13,18,11
15958,1.3,51,30.46,102,130.24,6.75,10,1,23,35,19,6,13,18,11
15959,1.28,51,30.47,102,144.72,5.62,10,1,23,30,21,6,13,18,11
15960,1.28,51,30.46,102,144.15,4.5,10,1,23,25,22,6,13,18,11
15961,1.28,51,30.47,102,159.72,10.12,10,1,23,20,24,6,13,18,11
15962,1.27,51,30.47,102,111.49,9.0,10,1,23,15,26,6,13,18,11
15963,1.3,51,30.47,102,100.4,3.37,10,1,23,10,24,6,13,18,11
15964,1.31,51,30.47,102,149.21,2.25,10,1,23,5,23,6,13,18,11
15965,1.28,51,30.47,102,134.25,6.75,10,1,23,0,21,6,13,18,11
15966,1.28,51,30.47,102,135.45,9.0,10,1,22,55,20,6,13,18,11
15967,1.26,50,30.47,102,139.16,7.87,10,1,22,50,21,6,13,18,11
15968,1.29,51,30.47,102,151.89,4.5,10,1,22,45,22,6,13,18,11
15969,1.27,51,30.47,102,122.06,3.37,10,1,22,40,23,6,13,18,11
15970,1.28,51,30.47,102,139.52,5.62,10,1,22,35,24,6,13,18,11
15971,1.24,51,30.47,102,150.58,5.62,10,1,22,30,26,6,13,18,11
15972,1.29,51,30.47,102,103.88,9.0,10,1,22,25,20,6,13,18,11
15973,1.27,50,30.47,102,117.27,4.5,10,1,22,20,18,6,13,18,11
15974,1.27,50,30.47,102,98.07,6.75,10,1,22,15,22,6,13,18,11
15975,1.26,50,30.47,102,163.1,9.0,10,1,22,10,22,6,13,18,11
15976,1.27,50,30.47,102,157.98,3.37,10,1,22,5,25,6,13,18,11
15977,1.26,51,30.47,102,138.31,5.62,10,1,22,0,18,6,13,18,11
15978,1.25,51,30.47,102,183.48,3.37,10,1,21,55,25,6,13,18,11
15979,1.31,51,30.47,102,173.51,4.5,10,1,21,50,22,6,13,18,11
15980,1.3,51,30.47,102,74.18,3.37,10,1,21,45,22,6,13,18,11
15981,1.24,51,30.47,102,48.75,6.75,10,1,21,40,22,6,13,18,11
15982,1.28,51,30.47,102,103.11,2.25,10,1,21,35,20,6,13,18,11
15983,1.3,51,30.47,102,25.56,2.25,10,1,21,30,21,6,13,18,11
15984,1.27,51,30.47,102,69.11,5.62,10,1,21,25,22,6,13,18,11
15985,1.26,51,30.47,102,99.83,9.0,10,1,21,20,18,6,13,18,11
15986,1.27,52,30.47,102,114.03,3.37,10,1,21,15,20,6,13,18,11
15987,1.29,52,30.47,102,133.24,3.37,10,1,21,10,22,6,13,18,11
15988,1.25,51,30.47,102,163.67,5.62,10,1,21,5,21,6,13,18,11
15989,1.28,51,30.47,102,144.78,5.62,10,1,21,0,20,6,13,18,11
15990,1.25,51,30.47,102,144.99,7.87,10,1,20,55,25,6,13,18,11
15991,1.29,51,30.47,102,164.28,9.0,10,1,20,50,20,6,13,18,11
15992,1.28,51,30.47,102,145.0,4.5,10,1,20,45,23,6,13,18,11
15993,1.24,51,30.47,102,124.77,9.0,10,1,20,40,26,6,13,18,11
15994,1.28,51,30.47,102,138.2,10.12,10,1,20,35,23,6,13,18,11
15995,1.24,51,30.47,102,134.32,10.12,10,1,20,30,25,6,13,18,11
15996,1.26,52,30.47,102,119.14,10.12,10,1,20,25,21,6,13,18,11
15997,1.31,51,30.47,102,122.7,6.75,10,1,20,20,25,6,13,18,11
15998,1.29,51,30.47,102,56.16,3.37,10,1,20,15,21,6,13,18,11
15999,1.33,51,30.47,102,148.81,3.37,10,1,20,10,22,6,13,18,11
16000,1.24,51,30.46,102,90.88,4.5,10,1,20,5,20,6,13,18,11
16001,1.31,52,30.46,102,21.09,1.12,10,1,20,0,19,6,13,18,11
16002,1.26,52,30.46,102,113.3,4.5,10,1,19,55,21,6,13,18,11
16003,1.29,52,30.46,102,136.51,10.12,10,1,19,50,21,6,13,18,11
16004,1.27,52,30.46,102,117.72,10.12,10,1,19,45,19,6,13,18,11
16005,1.29,52,30.46,102,136.33,13.5,10,1,19,40,25,6,13,18,11
16006,1.28,52,30.46,102,81.05,6.75,10,1,19,35,21,6,13,18,11
16007,1.27,51,30.46,102,120.3,3.37,10,1,19,30,23,6,13,18,11
16008,1.27,51,30.45,102,149.0,5.62,10,1,19,25,21,6,13,18,11
16009,1.27,51,30.45,102,108.49,2.25,10,1,19,20,23,6,13,18,11
16010,1.26,50,30.45,102,109.12,9.0,10,1,19,15,39,6,13,18,11
16011,1.28,51,30.45,102,128.74,5.62,10,1,19,10,24,6,13,18,11
16012,1.28,52,30.45,102,0.1,3.37,10,1,19,5,20,6,13,18,11
16013,1.27,52,30.45,102,36.07,5.62,10,1,19,0,27,6,13,18,11
16014,1.33,52,30.45,102,111.31,4.5,10,1,18,55,21,6,13,18,11
16015,1.22,52,30.45,102,88.96,4.5,10,1,18,50,23,6,13,18,11
16016,1.27,52,30.44,102,60.29,3.37,10,1,18,45,26,6,13,18,11
16017,1.32,52,30.44,102,60.26,2.25,10,1,18,40,23,6,13,18,11
16018,1.29,52,30.44,102,62.42,3.37,10,1,18,35,23,6,13,18,11
16019,1.29,52,30.44,102,38.84,4.5,10,1,18,30,20,6,13,18,11
16020,1.29,52,30.44,102,185.66,1.12,10,1,18,25,19,6,13,18,11
16021,1.74,52,30.44,102,3.49,1.12,10,1,18,20,25,6,13,18,11
16022,1.98,52,30.44,102,196.38,4.5,10,1,18,15,29,6,13,18,11
16023,2.22,51,30.44,102,104.91,7.87,10,1,18,10,20,6,13,18,11
16024,4.61,52,30.44,102,56.09,6.75,10,1,18,5,19,6,13,18,11
16025,8.17,52,30.44,102,54.3,5.62,10,1,18,0,22,6,13,18,11
16026,16.23,52,30.44,102,338.31,2.25,10,1,17,55,21,6,13,18,11
16027,26.05,52,30.44,102,94.81,4.5,10,1,17,50,21,6,13,18,11
16028,37.06,52,30.44,102,73.0,7.87,10,1,17,45,22,6,13,18,11
16029,88.6,52,30.44,101,68.34,4.5,10,1,17,40,24,6,13,18,11
16030,19.16,52,30.44,101,71.9,5.62,10,1,17,35,20,6,13,18,11
16031,33.44,52,30.44,101,48.1,2.25,10,1,17,30,23,6,13,18,11
16032,63.53,53,30.43,101,57.82,3.37,10,1,17,25,23,6,13,18,11
16033,68.09,53,30.43,101,133.96,6.75,10,1,17,20,23,6,13,18,11
16034,77.67,53,30.43,101,0.12,3.37,10,1,17,15,21,6,13,18,11
16035,87.28,53,30.43,101,30.96,3.37,10,1,17,10,19,6,13,18,11
16036,56.91,53,30.43,101,25.99,3.37,10,1,17,5,21,6,13,18,11
16037,82.0,53,30.43,101,126.79,6.75,10,1,17,0,23,6,13,18,11
16038,114.32,53,30.43,101,66.07,6.75,10,1,16,55,23,6,13,18,11
16039,112.33,53,30.43,101,142.16,5.62,10,1,16,50,20,6,13,18,11
16040,67.39,53,30.43,101,146.86,7.87,10,1,16,45,24,6,13,18,11
16041,79.92,53,30.43,101,70.27,5.62,10,1,16,40,24,6,13,18,11
16042,198.5,53,30.43,101,174.08,4.5,10,1,16,35,21,6,13,18,11
16043,153.46,53,30.42,101,167.76,2.25,10,1,16,30,20,6,13,18,11
16044,190.03,53,30.42,101,2.31,3.37,10,1,16,25,22,6,13,18,11
16045,142.93,54,30.42,101,133.87,4.5,10,1,16,20,19,6,13,18,11
16046,174.48,54,30.42,101,68.02,5.62,10,1,16,15,24,6,13,18,11
16047,108.29,54,30.42,101,7.49,3.37,10,1,16,10,19,6,13,18,11
16048,155.63,54,30.42,101,76.55,5.62,10,1,16,5,22,6,13,18,11
16049,295.9,54,30.42,101,38.39,7.87,10,1,16,0,20,6,13,18,11
16050,282.29,54,30.42,101,133.66,2.25,10,1,15,55,25,6,13,18,11
16051,303.12,54,30.42,101,99.43,5.62,10,1,15,50,24,6,13,18,11
16052,195.33,54,30.42,101,350.99,6.75,10,1,15,45,22,6,13,18,11
16053,218.21,55,30.42,101,70.32,9.0,10,1,15,40,27,6,13,18,11
16054,411.41,55,30.42,101,29.88,7.87,10,1,15,35,21,6,13,18,11
16055,276.83,55,30.42,101,15.96,5.62,10,1,15,30,24,6,13,18,11
16056,305.5,55,30.42,101,50.06,4.5,10,1,15,25,25,6,13,18,11
16057,333.17,55,30.42,101,42.2,7.87,10,1,15,20,20,6,13,18,11
16058,250.26,55,30.42,101,343.84,7.87,10,1,15,15,22,6,13,18,11
16059,326.2,55,30.42,101,10.65,6.75,10,1,15,10,23,6,13,18,11
16060,359.02,55,30.42,101,109.38,6.75,10,1,15,5,22,6,13,18,11
16061,404.0,55,30.42,101,17.17,4.5,10,1,15,0,23,6,13,18,11
16062,522.48,55,30.42,100,95.84,9.0,10,1,14,55,23,6,13,18,11
16063,446.54,55,30.42,100,26.66,7.87,10,1,14,50,19,6,13,18,11
16064,559.85,55,30.42,100,359.93,6.75,10,1,14,45,24,6,13,18,11
16065,439.4,55,30.42,100,206.08,3.37,10,1,14,40,22,6,13,18,11
16066,630.06,55,30.42,100,352.2,9.0,10,1,14,35,22,6,13,18,11
16067,406.87,56,30.42,100,0.11,5.62,10,1,14,30,21,6,13,18,11
16068,487.41,56,30.42,100,0.11,5.62,10,1,14,25,26,6,13,18,11
16069,575.09,55,30.42,100,94.58,7.87,10,1,14,20,22,6,13,18,11
16070,272.32,55,30.42,100,74.28,6.75,10,1,14,15,21,6,13,18,11
16071,346.05,56,30.42,100,64.62,4.5,10,1,14,10,21,6,13,18,11
16072,464.12,56,30.42,100,333.73,3.37,10,1,14,5,23,6,13,18,11
16073,365.79,56,30.42,99,30.43,5.62,10,1,14,0,22,6,13,18,11
16074,466.45,56,30.43,100,58.05,5.62,10,1,13,55,21,6,13,18,11
16075,602.58,56,30.42,100,68.82,5.62,10,1,13,50,24,6,13,18,11
16076,796.37,55,30.43,99,56.95,7.87,10,1,13,45,20,6,13,18,11
16077,408.27,56,30.43,98,73.52,9.0,10,1,13,40,20,6,13,18,11
16078,404.37,57,30.43,98,355.12,1.12,10,1,13,35,22,6,13,18,11
16079,474.35,57,30.43,96,304.78,4.5,10,1,13,30,23,6,13,18,11
16080,352.81,57,30.43,95,9.83,4.5,10,1,13,25,22,6,13,18,11
16081,520.91,57,30.43,95,1.17,5.62,10,1,13,20,21,6,13,18,11
16082,1272.97,58,30.44,95,25.51,11.25,10,1,13,15,20,6,13,18,11
16083,620.06,59,30.44,94,7.05,7.87,10,1,13,10,20,6,13,18,11
16084,890.21,58,30.44,92,93.96,6.75,10,1,13,5,24,6,13,18,11
16085,633.84,58,30.44,93,58.0,6.75,10,1,13,0,21,6,13,18,11
16086,865.04,58,30.44,93,16.08,3.37,10,1,12,55,21,6,13,18,11
16087,1154.39,58,30.44,94,55.98,9.0,10,1,12,50,19,6,13,18,11
16088,979.36,58,30.44,94,57.11,7.87,10,1,12,45,20,6,13,18,11
16089,953.49,58,30.44,95,6.63,9.0,10,1,12,40,19,6,13,18,11
16090,1085.72,58,30.45,95,81.51,11.25,10,1,12,35,21,6,13,18,11
16091,1105.0,57,30.45,96,74.71,5.62,10,1,12,30,23,6,13,18,11
16092,1204.21,57,30.45,97,61.85,9.0,10,1,12,25,21,6,13,18,11
16093,822.75,57,30.45,97,127.04,4.5,10,1,12,20,21,6,13,18,11
16094,1231.42,56,30.45,97,68.49,6.75,10,1,12,15,20,6,13,18,11
16095,708.8,56,30.45,98,48.94,13.5,10,1,12,10,18,6,13,18,11
16096,544.82,56,30.45,98,7.8,9.0,10,1,12,5,20,6,13,18,11
16097,856.91,57,30.46,99,17.83,14.62,10,1,12,0,24,6,13,18,11
16098,913.44,57,30.46,98,86.29,7.87,10,1,11,55,22,6,13,18,11
16099,1243.14,57,30.46,98,29.74,11.25,10,1,11,50,21,6,13,18,11
16100,623.08,57,30.46,98,34.52,7.87,10,1,11,45,23,6,13,18,11
16101,1054.1,58,30.46,97,57.96,5.62,10,1,11,40,24,6,13,18,11
16102,757.47,57,30.46,97,73.55,7.87,10,1,11,35,25,6,13,18,11
16103,1206.19,57,30.46,97,106.05,4.5,10,1,11,30,20,6,13,18,11
16104,1166.39,58,30.46,96,81.37,3.37,10,1,11,25,22,6,13,18,11
16105,991.04,58,30.46,94,89.9,9.0,10,1,11,20,20,6,13,18,11
16106,1040.93,59,30.46,88,18.01,7.87,10,1,11,15,22,6,13,18,11
16107,1040.39,58,30.47,90,74.24,5.62,10,1,11,10,20,6,13,18,11
16108,719.65,57,30.47,99,129.27,7.87,10,1,11,5,20,6,13,18,11
16109,774.04,56,30.47,100,158.82,9.0,10,1,11,0,21,6,13,18,11
16110,707.63,55,30.47,100,171.13,4.5,10,1,10,55,24,6,13,18,11
16111,292.22,55,30.47,100,154.78,6.75,10,1,10,50,19,6,13,18,11
16112,570.12,55,30.48,100,35.7,3.37,10,1,10,45,20,6,13,18,11
16113,840.76,54,30.48,99,40.92,4.5,10,1,10,40,21,6,13,18,11
16114,305.67,54,30.48,99,55.18,3.37,10,1,10,35,21,6,13,18,11
16115,288.95,54,30.48,98,135.61,3.37,10,1,10,30,20,6,13,18,11
16116,331.42,54,30.48,97,47.74,12.37,10,1,10,25,22,6,13,18,11
16117,385.92,55,30.48,96,69.65,3.37,10,1,10,20,19,6,13,18,11
16118,479.31,55,30.48,96,185.83,3.37,10,1,10,15,22,6,13,18,11
16119,615.0,56,30.48,95,90.62,10.12,10,1,10,10,19,6,13,18,11
16120,370.53,56,30.48,95,60.37,4.5,10,1,10,5,35,6,13,18,11
16121,731.63,56,30.48,95,87.3,3.37,10,1,10,0,20,6,13,18,11
16122,565.38,55,30.48,97,130.15,6.75,10,1,9,55,36,6,13,18,11
16123,688.05,55,30.47,97,120.06,7.87,10,1,9,50,22,6,13,18,11
16124,321.55,55,30.47,97,93.17,6.75,10,1,9,45,20,6,13,18,11
16125,342.1,56,30.48,94,78.05,5.62,10,1,9,40,19,6,13,18,11
16126,324.13,56,30.48,97,185.56,2.25,10,1,9,35,22,6,13,18,11
16127,807.99,55,30.48,99,97.72,3.37,10,1,9,30,20,6,13,18,11
16128,844.65,54,30.48,100,43.19,5.62,10,1,9,25,19,6,13,18,11
16129,828.01,54,30.48,100,46.06,5.62,10,1,9,20,21,6,13,18,11
16130,914.52,54,30.48,100,48.21,10.12,10,1,9,15,18,6,13,18,11
